text	sentiment_score
Lee were the Australian version of a Navy SEAL for us it's accurate it's similar, but it's not exactly the same there are elements that we do the same job as crossovers but the Navy SEAL do a lot more soldiering than we do, you know, the clearance divers aren't generally getting chop it into war zones to go and assassinate terrorists and things like that. So we do attack swimming and mine clearance and reconnaissance with And even reconnaissance on land underwater explosive Ordnance disposal as well as land-based bomb disposal as well. So there is a lot of crossovers but it's not exactly the same.	-1.0
I want to run through a wall right now. Absolutely. I need to go here you watch you speak some point. You're not a guy that needs a bunch. But can I give you some anyway made white cut out. I said, you don't necessarily a guy that needs advice. But can I give you some anyway, oh, absolutely.	1.0
I know it's a lot but but you know what? It's so common now, it's one of those like, oh, I have anxiety who have anxiety. I have depression. You have depression who like right is it is it you have a mental illness and I really love just that there is such a spotlight on it right now. I mean, I I have always gosh my parents got Divorced when I was we moved here to st. Louis when I was in third grade my parents got divorced when I was in fourth grade and that was a pretty ugly divorce. And so because of that my parents had put me in counseling with my brother. So I was used to that concept and then I went through high school and my dad was diagnosed with ALS and that just whole concept of watching my dad died for 18 years that was a lot but in the middle of that I kind of I was always the kid who had To do all the things I mean the old the oldest so I always felt the need to always be have be perfect and get good grades and Achieve and do all the great things - Sports because I suck at Sports and basically I went to college had a awful breakup with a boyfriend and I just kind of went off the deep end. I was I would say I can't quite remember two years of my life and rightfully so and that's that. My twin just the combination of my dad and that that break up like we were going to get married. It was like a whole thing. Like we were we were there and going I switched schools and like it just all kind of like whoo One Time Hit me and at that point my parents were like, okay, it's time like we need to talk to somebody you need to go see somebody and I started seeing a therapist and a weekly basis and I was diagnosed with anxiety PTSD from my parents divorced. From fourth grade which always seems kind of strange but I guess yeah, they're the experts there and it was recording of my Apple watch was recording that and so I started seeing by somebody and we talked and I we did we I went every week and like they would give me things to work on or things so and I was medicated at that point. I think I was on two different medications and I felt good and I felt like I was starting to like get the tools that Did to like handle my situation and and then kind of calm myself down when I was, you know, feeling overwhelmed and stressed. They actually were able to help me give me extra time for taking tests and things like that at school because I would just get so overwhelmed that I could like put I wouldn't even take the test. I would just sit there and like fries. Yeah, which then made my last two years of college extremely difficult, right? And but then it was one of those really crazy things that I met my husband. Well, it was my seen my super senior year of Cool, super super semester my life physical senior plus like the extra semester and I met Jeff and it was one of those things that like, I don't know if it was just our yin and yang - of our personalities. He was able to just come in and be a really great kind of source of balance and understanding for me and slowly over that first year of us dating. I wean myself off of all of the medication that I had been on now people would be like, oh that's probably not the best idea but for He understood like where I was coming from and he knew my whole background and he was like he was in favor. Whatever I needed to do. Yeah, but he definitely wanted to make sure that one he could be as part of a because he could be in our relationship and so I have not been on medication since then but up until now I have recently started well in the last year or so. I started going back to a therapist just with Hattie going back to school and trying to figure out life and what's next for me in terms. Of the crazy world and just my role as a blogger and an influencer how that's changed. I get a lot of anxiety from just being a blogger. Yeah. So being on Instagram all the time feeling like you always have to be on and feeling exhausting for an extroverted interview. Yes. So exhausted. I'm feeling like you always have to have something fresh and new and that are going to get people excited to see what you're doing that day. That's A lot and then the flip side of that is if you would if you think you post something that's so you think you work so hard you did so great and then it tanks and it's like right. Well, you know, maybe I'm a failure or what's going on and then then there's days where like or I get a comments or I get like a series of things happen. I'm also really bad about like collecting all of my feelings and then exploding. Yeah. So that's also a whole nother conversation for another day, but it's I could basically like have a comment that will trigger me and then I Disappear for like a couple of days and and I just don't want to deal with like the world. But here I am. I've selected a profession that makes me forward facing to the world, but I'm human so it's kind of hard like it's it's a lot. So yeah, so I mean I find it helpful to you go to a therapist now I do so, but I feel like sometimes I find it helpful like we just sometimes we have nothing to talk about and like and those are the days I don't you. I have the same situation you go in and having nothing to talk about and then like some ugly yucky stuff. Just yeah boils up from the bottom and you're like where did that come from? So like did not play in that but here we are.	-1.0
It is genuinely some folks of talk. Some folks here boys. Akemi Hennessey. Akemi ago Douglas life back Sam rickets. Oh good you guys right back as a captain as well. Send to back sends. Yeah. Yeah. Now the next two is a very particular moment because they weren't very good for very long, but Courtney whores and Dominican oil into that 2015 ended 2415. When they first came into the team they were insane how good they were also these two boys and pepper in Greenland.	1.0
All right, everybody who's had the Diaper Genie bag break on them. Yeah send it to Pete send the diapers to fucking Pete.	-1.0
Well, I think I think you could I think That kind of comes with me trying to sell my own company to two people at or and these are clients that are different from those brand deals and air quotes So, I think that helps and I and I'm really glad that's that's why I should say, I'm really glad that that we have each other for that and Dave has a you know brings a whole aspect of his talent and I think that's what makes a good team. I'm so used to and I know you were one time shooting weddings, you're so used to being a one-man band. So and I can't stress enough how important it is to have a whole crew with you because there's	1.0
So it was like three days before we had to leave to that in like early. I'm not going anywhere. What are you talking about? Its International dancesport Championship, but you listen to surely don't you I did you're supposed to supposed to and then she's like, I don't care you're going I was like, okay. Well, if you say so I went to LA and I saw Derek there and he's like, oh, this is so awesome. Like and I think he remembered me from yeah, that's what he was like, yes, but then we did that music video and it was just so successful like we had so many views on it and people loved it. They were sharing it for like a year after that. So it was insane. Well, actually it's been it's almost been a it's almost that here.	1.0
Absolutely job. So would you need to lay people?	1.0
Yeah, but he which one do you want to pack? We have a few? Um, well, I was gonna never mind. Do you have a number and I was going to say do you have a question that's not on the list? Um, no, I like was going to say something and now I totally forgot but it's fine. I'm sure I'll remember it soon. What's the next one? Let's do number four. Okay. Yeah, this is another one which I think a lot of people our age are feeling right now. I know that I'm fearing does life really get any better or is it a shithole the time? Yeah, is it just increasingly going to get worse because it has been	0.0
That's right. Check her out.	1.0
And but I don't know if that's your business not so yes Daniel articulated and part Danny took my thunder and part. Thank you. That's it. I don't know. I think Thunder stealer. I know I thank you for that barring your thumb to give you do due diligence there. The reality situation is at almost every company that you hear from on the pitch is going is needs to be moving toward machine learning and artificial intelligence. And I think that as we grow and we them More customers we have the more valuable the business gets and so as we grow that Network effect provides us with industry data based on verticals like a pit like apparel Electronics, etc. For each of Our Brands that industry is gay this seems different to me than the network effect.	1.0
Thank you for having me. It's such an honor.	1.0
We went to his box one of the famous boxing Amsterdam and right from the start. I was really hooked up man. My first workout was I was really I do not know it exactly but it's a amrap. And it involves a box jump. Okay.	1.0
She was really I think she would have mentioned it to ya ugly and the confessional. Okay. Go back to my Champion. So Valentina Naomi did Club 96 which was supposed to be like Studio 54 wait. We also need together real quick little ASMR 96	-1.0
They're on their backs and they just click their feet and skates come out.	0.0
A lot of times. I'll look at the top of my piano and see if there's anything up there.	0.0
I'd love having a chat with her be awesome. I'd love to know like how far into her pregnancy she continued to run even if Scott or she even stopped running for that matter to be able to pull it all back together with six weeks. And then yeah then win.	1.0
Well, they just walk a come with me. We're gonna walk out right now the fact that she's doesn't say anything. She just keeps reading and let's say go like what kind of cheese is cheese checked out. I know we both looked at each other like oh, wow. I mean, it's Day 2 Day 3 and already checked out late the first day left class the second day. So by the end of the episode that he decides he's going to go to Stonewall good.	-1.0
Either Spotify is a huge catalogue of podcast on every topic including the Selby is God cast on Spotify. You can follow your favorite podcast. So you never miss an episode the premium users. They can download episodes to listen offline wherever they're at and you can easily share what you're listening to with your friends on Instagram if you haven't done so already be sure to download the Spotify app search for the Selby is God cast on Spotify or browse podcasts in the your library Tab and make sure to follow us so you never miss an episode of the god cast.	1.0
I want people say yeah naptime is like I never had fun. Yeah me neither. I never had and it did you I think we did but it was like for short periods of time. Wait, how about preschool or they did you little preschool? I went to like two different schools.	-1.0
I'm gonna Mash think it let's talk about who else is available.	1.0
But I have a crush maybe all right early predictors therefore o first time. Yes, so we've got our seed trying to live up to his father's reputation helping others. Then we have got Charles embeddings picking up on are threats on the farm from last year where we've got Alice deep Undercover.	1.0
Like you wouldn't even have to wash if you had a lot of dishes piling up. You wouldn't even have to hand wash. I mean just be like I'll be back in an hour and do another load but when it's taking over two hours almost three hours, you've got to hand wash the rest of the stuff. Otherwise you're going to end up procrastinating is just going to get too late in the day. So just some thoughts. You might want to time how long your dishwasher cycle is.	-1.0
Yeah. Well Clint dude. Yeah me too.	1.0
Tell everyone where they do follow me on Instagram didn't yell like Cara Gaucho and I'm not an official anymore. I'm just, you know, like Heritage and then on Facebook if you guys Follow me on Facebook. It's also Daniela care. Gosh, I'm super boring have the same first and last name for everything. So and you're on Twitter and I'm not Twitter.	0.0
I don't have an Ikea high chair, but I don't like that idea white. I know I assume I can picture it there at Ikea if you go to eat it at Ikea there a dyke when I met my next lunch break so, Texas Margaret, Cleaning up vomit is just the worst. I mean look, I don't care if you're a parent or not. The I don't want to hear about vomit.	-1.0
Scoffs. Yeah. Okay.	-1.0
Right now, okay that's shocking to possess it. That's the whole Market which includes we chose doing that's two percent of nothing. That's two positions and number of retailers.	-1.0
Okay, so there is not that big a town. In fact, I could I think I could I could run around it probably in half an hour to an hour. So imagine you yeah, really go. I imagine that you've read every single Street in Bruner itself. So do you have it? Okay. No, I don't run in town. I've been out of town. Yeah, I don't like running around the town streets. So I like it when it's nice and quiet. So I do a lot of writing on the outskirts of town and along the dirt roads and things like that and you have a favorite course out there or do you just pick something different every day? What I am a creature of habit. I do have my few different routes that I do that my favorite. Is this the Buddha chill illegal trial, which is hardly anyone seems to know about but it's a beautiful little The trail part of the seemingly multiples went along there, but it's nice that you I never see anyone there. It's beautiful. It's undulating. You can see Mount French lie because of the distance of most of its shaded which is unusual for around here. So that would probably be my favorite I can if I start from home you can do that 30 case I suppose those trails. And then next next year I'm going to do the 200 bomb idiotic. Well, maybe the plan. Various lists the various. Wa very nice. Yes. Excellent. Yeah, beautiful try. I'm terrified about Well, I can't say I saw Iran maybe 60 or 70 case on that trail last year. And in that time I think I saw three or four snakes are quite a while snakes on that trial. But yeah, I see a lot of things here. So yeah, that doesn't yeah, but look the run like along the beaches and so on. I just yeah, 'best of Vine country. That's Show this the whole of the logistics of what bothers me the most is getting there and all sort of all that out, but there will get there and you know be an experience. That's for sure. It's nice baby. Sorry, sorry good Daniel night and you go.	1.0
So someone said to me once which I never forgot was that branding isn't just about your logo on your website. It's actually about you you the brand of your business and people want to see you. And they want to hear your story and they want to see how you can transform and that room from a vacant to a beautifully stubbed property. So I like I've not always been game enough to put my face onto Instagram stories. It's just something that I realized that people I actually got a lot more traction when I was being real and honest on camera, and I'm not shy to show the warts and all of home staging it isn't just about that beautiful. Sad room at the end of the day and I yeah, I think people really appreciate that but also in such a small Regional area. I think it's it's really good to put your face out there as well because people then just build that trust with you and your brand I guess. Yep couldn't agree more.	1.0
You know, it's fun. Yeah, but there's always photos and park on and I feel like since parkrun photos. It's just like it's just every Saturday you get like an abundance of all my running friends are posting pictures of their parkrun photos. And I mean, I don't know I'm all for like sharing your running in that but I do Think you know, how many photos do we need to see if the same track it doing the same thing and I don't want to criticize Parker. It's just funny how many we get you get the same parkrun photos every week and it's just like my feed gets flooded you park on yeah.	1.0
so any last thoughts on the main challenge before we move to the right absolutely do not. Okay. So Runway, what did you think of Roose outfit? I loved it. I really liked it. I love a good fuzzy arm.	1.0
So I enjoyed it. Yeah, a lot of people complain about wiping the the high chair down.	-1.0
I already loved movies, you know the ones that I watched as a kid over and over again or you know rid of the Lost Ark Goonies like and so in Terminator the Exterminator, which my mother bless her soul. Let me watch as a child. I never scart. I was scarred somebody enriched as well. And so when Terminator 2 like the big SQL is coming out as like I couldn't wait to see it. So I actually went with my parents and sod and the movie blew me away, you know, not just in terms of visuals, but in terms of the storytelling like the story structured in such a different way that I'd never seen before like you want to talk about, you know blowing Minds wide open like that's what happened to me to the point where R. That was when I first like picked up like one of the one of the movies I think there's a movie magazine called Premier that I used to read. And that's when I started picking up that kind of stuff and looking into what actually went on behind the scenes to bring that to everybody and that's when I realized like I think I think I have some stories. I want to tell I like I want to like make something I want to put it on the screen you were enriched and obviously all this beautiful picture you were engulfed in the magazine.	1.0
No Swedish glogg.	0.0
I didn't I didn't like At first I didn't like it.	-1.0
That's kind of how I do it and then if the water starts to get dirty, you know, if I was doing just several loads by hand I would drink. Rain it rinse out the sink and start over.	-1.0
So kind of the way my show works is you go deeper when you can if you're overwhelmed you do them bare minimums, which bare minimums in your kitchen would be washing the dishes wiping down the counter tops and stovetop.	0.0
Yeah, everything people can find me at beep when Tipo on Instagram. Yeah. I just want to give a special shout-out to my baby. Cindy cakes. Love you, baby. You know saying that's my that's my baby, you know. She honestly I was supposed to go to with a wedding. I was supposed to go to a wedding with her today and she knew that this weekend was important for me to spend time with my family and my friends with my boys and honestly for her to give me this moment, it's a type of love that is liberating not controlling, you know, and I've had my fair share of controlling relationships in the past and for me to be at this point, she had this been with you guys. It's really cuz I her so, thanks, baby. I love you. Thank you. Mom my dad for being together for 37 years. It was just their anniversary couple days ago. So ever so, you know, one of the reasons why I am the way I am is because my parents have been able to have that consistency in their marriage and be great role models for their kids. And then thank you to California Family Fitness and all the clients and all the family that in relationships that I've gotten over there. And thank you too. Just everything and everybody aim.	1.0
Right and so I would say for you lie out like it's going to be so you're not doing your body that much good. If you go to a yoga class and are miserable and bored and stressed out the whole time because your mind and your body are connected. You can't really like outsmart your body in the way that you think you can I would just encourage you to find the movement that you do enjoy and just do that and and you don't have to do the thing that you just think is good for you. If you hate it the whole time right like find the things that do make you feel good. You're much more likely to do those more frequently.	-1.0
Like cap like Lie No Cap, like no tap me half Kappa. You dont know the cap emote. It's like a half a cap of face.	0.0
So we thank you. So we thank you for I said I assumed Mark was always drunk on set Bryce that is not a kind thing to say my mother wanted some time. It's just every other episode every other every up. The one I wasn't here wasn't drunk. That's why you weren't here.	1.0
So so you're about a year out usually, you know, if and then and that's if that if you know if the stud gets her right away when you turn him in, you know, so and and you know, it is I don't know so that but I like like I said II usually March 1st is when I turned them studs out and out here in For Nia and it's always generally speaking. It's pretty nice. And and the you know, we don't know how that the sunshine in the weather and the warmth and all those things gets gets gets the mayor cycling better and and then so if everything goes right, usually I can use they start getting those mares breads are the first week or two of March and then that you know that gets me the February babies that I'm after so and then after they have their faults, how long is it until you can put them back on there? Well, so generally speaking Yeah, 45 to 60 days. All we know is cult and put them on.	1.0
You made it to the fire.	0.0
I just this show I remember being really great and I remember watching it was all like Sunday night like 7:30 or whatever.	1.0
Yeah. Oh, yeah the jumbo slice.	0.0
So Mayne ever Mayne their oh Unfortunately, they are not the not the same place.	0.0
So then we like I don't even know there was this other girl there and of course, I thought he was my boyfriend like obviously he didn't think so nor had he ever asked me or shown any signs of affection towards made him your boyfriend. You were like, you're going to be well well in that case if let's say he's my boyfriend.	-1.0
Yeah. Absolutely. And I think I should goes really hand-in-hand with we're just talking about with with criticism and the piece of advice I have is get over yourself. Like if you have an ego and you don't listen to what other people say and you don't look at yourself and be Be honest with yourself you're not going to do as well. If you if you can look at something you've done and be like I can do this better instead of like I'm awesome. Everybody bow before me you'll get better because that means you're open and willing to learn that's great.	1.0
I think some of our some people are afraid to give a needle because they you know, they're afraid it is the old unit given are putting air bubble and then and yeah and of them and they're going to have some of you may die from stroke or an air embolism exactly.	-1.0
And the tail is heavily muscled and extremely powerful and that's shown with the office the the alpha skulk are lifted and flung Kong like a football across the lake with his tail and as stated before that the tail is also for wrapping around large prey possibly to latch onto them for balance or to constrict them. And it's called crawlers are Subterranean Predators with insatiable appetites that are that are the result of their height and metabolisms. They are both solitary and pack Hunters one can kill a big buffalo on its own and they can cooperate to take down more powerful creatures such as calm and being some training and nature skull crawlers are capable of using their limbs to burrow deep into the Earth and they seem to have mostly mostly a primal mindset and they are highly aggressive so practically hostile As well as incredibly persistent in pursuing their prey. They do have however show some degree of intelligence shown when the skull devil the largest of the skull crawlers with refuses to devour somebody armed With Grenades and simply swats a person away school colors are very are very durable as they can withstand bullets from rifles and even the Searing heat from a flamethrower and the alpha skull crawler was only dazed when calling slammed his head with a boulder or smashed his face with a tree branch and they have incredible. More stamina because they're able to stay in a full-fledged fight for several minutes. Even while being incredibly injured and the skull crawler appear to be actually more intelligent than the others and this was seen and this received because he appeared only ones calling was subdued and it all and and its colors possess possess accelerated metabolism, which causes them to live in constant constant starvation, and this is shown when the skull devil ravenously tried to eat neither and refuse to let go of Congress arm and calm down turned his appetite. Against it did tearing out its tongue and other internal organs and had it often and had it let go it would have in fact survive as Congress holding Weaver and adults colors tongue. Now, I'm going to say to say what their role was in the film. It's called crawler was stirred. It was first seen feasting on on a dead squirrel Buffalo by Kong and called was about to confront the creature when he was ambushed by a second skull crawler after a lengthy battle called it Kong ends up subduing and killing both skull crawlers by Smashing one skull with a devastating Stomp and the other by stuffing its head into the ground breaking its neck. And another skull crawler ambushed Jack Chapman and a Spore mantis, but I went for Chapman and ate him alive while the sport management mantis managed to escape and that same and that very same skull crawler. Then showed up in the Boneyard and regurgitated Chapman's remains and this was actually normal behavior because the because the skull crawler wasn't being sick. It was just getting rid of the indigestible stuff and when William Randa attempted to make his camera work, he was devoured by it and he then it and then tried to attack the	-1.0
Like what we can't trust anyone else dive at you, but you mentioned Kevin why don't we talk about him for a hot second because we saw him as Iceland. I lamented last episode. We just see him standing outside with Josie as Archie pulls up. I'll bring His father home and that was it. No words. Nothing said just with his arm around Josie and there we go. Now we get to find out what happened over the summer that pretty much nobody spoke to him. Hmm. I the only one that would even say hello back to him would be Fang and that was through text and so he is claiming that yeah, he's worked on himself. He realizes he doesn't need the farm but he does need his friend. So he's trying to mend fences with Betty, but he still seems untrustworthy.	-1.0
Just whatever. I feel like using at that time and I will wash the dishes and then rinse them under running water as hot as I can stand and then put them in the drying rack and they do they do soak a little bit before I start washing them because I start out with real hot water and then it soaks a little bit while the water is getting a little bit cooler just to where it's you know, it's not too hot. So there's kind of a soaking involved there.	1.0
Jumpers is produced by gimlet and brought to you by good nights. Oh, hey, you're just in time for Choppers your morning and night toothbrushing show start brushing on the top of your mouth pick a side and brush all the way to the molars in the way back three its Geography week and tonight. We have more true or false for you. I'll say something and if you think it's true, give us a thumbs up, but I did think. False gives thumbs down. Here's your first one Pig Beach is a deserted island in the Bahamas and the only residents are swimming pigs. So what do you think is that true or false you pigs have an island all for themselves find out after you switch your brushing to the other side of the top of your mouth and keep brushing.	1.0
So I actually put them on a hanger and put them and they're cute ones like there's	1.0
Why would I want to do the dishes obviously her point is like I want you to want to like help out around the house and stuff. But I've I mean that fucking quote. Why would I want to do the dishes really sticks with me? Because doing the dishes sucks shit.	-1.0
Yeah, me too. I mean like again I want I've been want to be on podcast for a while. I listen to a ton of podcast. Yeah, and I haven't been on many. Well, okay. So now that you have your own	1.0
There was no discussion. There was just Jugheads comment.	-1.0
All right.	0.0
And he was crap.	1.0
Yeah, so that really ties to a lot of the research that we've been doing over the last three years on what we call mega-projects mega-projects find US capital intensive projects that require multiple teams pull off and they usually in excess of a billion dollars that we've seen have created lots of stress on the industry and on stakeholders within the industry owners designers. And and contractors and what we mean by you know, those the challenge for those projects being business-driven is going to take a large NFL stadium. For example, we have some sort of deadline that we've established for the stadium open probably based on kickoff of game one a couple Seasons from now and so we've got to figure out how to pull together the capital and power the contractor to the designed to get that accomplished within a another find window not necessarily. Taking the other crochet if we were going to build a structure like this, logically and efficiently, how long would it take? You know, we may be three season from now that that Stadium would logically be open and could be built in a way that the the labor market could provide sufficient labor. The contractors could do sufficient planning. The designer would have enough time to thoroughly designed the building to the extent that it's ready to be constructed by a contractor. It's the business pressures and that's just one example, you can apply that to really any project where there's a economic outcome a reason why they're every every project as an impetus for being constructed and if it's a private project because the return on investment the people are looking for if it's a public project is that there's a public use right and and those deadlines are driven by really the reasoning behind them project and that's very well understandable, but I think some of those deadlines of expectations but the public eye and from a business TenPoint have outstripped the capacity the construction industry to deliver on those expectations. And that's where we really see challenges. So back to the stadium example, we want to build a stadium in two years great. We don't have the local label Market to support it. We don't have time to pull the design together and we would stress the contractor Community to build it but we're going to try to do it anyways and roll the dice and see what happens and sometimes when you see favor welcomes, but more and more on these large projects. We are seeing unfavorable outcomes for all stakeholders involved.	-1.0
Yeah before but I like I guess the streamers I were following I was falling but didn't hint at it. But I don't think they were the ones who are playing Apex either the ones you were watching respect the non-disclosure agreement. Exactly.	0.0
Yeah fuck knives. Can I just I don't care. I don't care about scans are talking about knives. Okay.	1.0
So they're just like doing this and you can't do that with Austrian economics. Is that right?	-1.0
Is there a danger that if one country decided to adopt this back in their currency with gold but they would not be able to expand their I mean, it's a slippery slope this question, but it will get what they they could then be tempted to undo this if they started to underperform on the global stage in other words if everybody else. Is debating their currencies and moving forward and you're trying to do the right thing yet? You're struggling. This would be a very difficult situation to almost be untenable.	-1.0
I could practice my coaching itself and Yeah, just just just let's see how we how I can help her. All right, so that's really my first kind.	1.0
Why would we my whole thing is like going according to my kids if he could do that, we would be raking in the fucking big bucks. Yeah, please yeah, the whole world would know and as wouldn't be a secret.	-1.0
I start tripping out a lot, but I've been really noticing like who I spend time with and who I talk to and there are a lot more people that I talk to who I may not see that regularly Beyond people in like my 12-step meeting and they're all great and I really really go to them and they're such a source of like infrastructure when I just need another brain to Noodle on an issue with me.	-1.0
I mean she does not lose shape. She's like you go into a lesson with her and I'm very visual. So for me, it's very important for my teacher to be able Able to show me what they mean and rather than just verbally explaining it. I need to see it. Right. So the fact that she can even do the things she does is remarkable. She gets up. She does her back basic into fan and some Ballroom step since like you don't want to you don't want to actually go after that because you're like, I don't want to follow that direction.	-1.0
I think it was. Two years at least one of the heat year into this subconscious mind clearing Journey that I work with this lady named Shelly lefko. And you know, she heard her husband. They they're like the best at this clearing limiting beliefs stuff like the best. And I was working with her and you know, I was telling her, you know, I've been doing a lot of work. I'm trying to feel good enough, but you know, like there's something a little bit off. I've made a lot of progress but I don't necessarily feel like I'm over it. I don't feel good enough and then we spent an hour working on this going back to my childhood going up and looking at my past conditioning and then but any of the conversations The last few words. She said absolutely shifted my Paradigm completely. she said nobody is special. because everybody is special and because everybody special nobody is special. And boom that was it.	1.0
I think they really important with this. It's not something I want to go through again, but I still appreciate the experience because I learned a lot about myself I squirted in and when the going gets tough and other races you think back to that if you keep going yeah. Yeah. Yeah it teaches you how deep you can go. That's right. When you think you've got nothing left. You usually got something left. Yeah, I might.	1.0
Don't have a coach. I've have never had a coach. I do things where I feel I guess. I don't have a plan as such I I know generally what I need to do like a long line of need to take it easy still if you interval sessions a week, but I don't if I have a set plan with this is what I'm doing each week and just kind of I can't really need to because life is hectic. I just have to fit around my daughter and my work as best as I can that are generally I'll do I do a lot of longer. ER well what I call mid-length runs so often I'll do a 20K run in the morning and then in the afternoon, I'll do strength training and all be fishing on the treadmill at the gym because I can take my daughter with me to cut. It has a bit of a muck around with the other cubes. And yeah, so that's right on the weekends. I usually do a longer run as well as I can but even so my long runs on the weekends. The time factor and not usually that long probably 40 K is most often even that long. Yeah, I know and so like let's go back in time.	1.0
And I think it's because I didn't have the the skill yet to coach back then right and they did it really have any system on how to have.	-1.0
He doesn't have a chat.	0.0
That's right.	1.0
Yeah again, I had a good thing about this one and I always just kept coming back to branding and I think this comes back to my corporate days where Brandon is so important the corporate company that I made sure that my brand was Sit up and it was consistent from the get-go. So, you know graphic design website all that stuff that kind of ties your whole brand concept together. It's probably one thing that I've been very mindful of since I registered my business name back in 2015.	1.0
Her name is Winnie one. Tipo look her up. You got a wedding. You got a bar. Mitzvah. You got any kind of Celebration? She's the person to go to shout out to unto weenie. He shout you out right now. Anyways back to be Bunty phone though. All right, so, you know what? I'm really glad we were able to have this conversation with you because it's bringing awareness to a lot of people that work like a 9 to 5 job, you know, there's people out there that they go to a job and it's like they're just killing themselves salsa, you know trying to find themselves, you know, let me be honest with you if I always tell people when I get compliments of the gym.	1.0
If I do my man my man.	0.0
I mean, it's been a rough. It's been a wild ride. You know, I've gone through some corporate gigs, and I've done that whole thing and it just doesn't work out and I find my best creativity. I can Implement my best creativity when I'm on my own and I'm My Own Boss. I've been that way since day one and we'll get into it when I talk about kind of how I started.	-1.0
It's a smash cake from this. These sad trees like a me. Mommy. Should I put this little thing on their kids don't oh, that's going to Newark it.	-1.0
Can I checking up on you know, yeah, that's like that country. Take the kind of taking their time a little bit. Seriously. Yeah. Yeah and I come to find out ya get it got worse for sure.	-1.0
Yeah. It's still happening at my home back then it was 2014 Summers like from	1.0
No, I no doubt about that. And so we'll go back into the thresholds Park pinned on your Twitter at Tyler underscore dress everyone. Go check that out. He has a Google document with the Packers threshold along with draft prospects and whether they made them whether they visited with the team with their combine measurements were and what they can possibly bring to this team. So take a look at that. So Tyler I'll let you just kind of run with it. What are these thresholds at? The Packers are looking at?	1.0
Use Terrible's Jemaine Penance.	-1.0
Yeah, that's like you pay it's kind of like it's kind of like Call of Duty and blackout. Yeah, basically had to pay for yeah the arm portion right?	-1.0
Oh my God, there's more. To the purpose than just a corn dog.	1.0
So this has Sterling would say he is the honey when a customer uses a Retailer's app. Sandbox Commerce is able to collect data about those customers for the retailer. The assumption is of course that this will help them better Market to these customers Amazon for example has an insane amount of data on people's buying habits and they use it to sell more stuff. But if you're a retailer that sells on Amazon you don't get access to that info Amazon Hogs that sweet sweet data for themselves now you Sandbox, Commerce retailers will have their own little stockpile of data. What does that do for them?	1.0
Yeah, and if you guys have the time Ross juggling did a fantastic study put together a Packers big bored and he did it pretty much based off the RS for the most part. It's a great read go check it out. And then she said TV, but essentially the relative athletic scores just me. They are comparing athletes for the last 30 or so years. There's a specific year that this dates back to kentley Plaid on Twitter at math bomb to the fantastic fantastic job of putting all this data together and he does it I believe for free. I don't think he gets any money for it, but it's basically a formula that he's arrived and a model and he just puts these numbers out. And what it does is it Compares Compares players relative to other players of their position using their size the height their weight, they're all their testing scores and just kind of puts out what percentile athlete they are in comparison to the rest of the players that were at that position for the last x amount of years. So every single year, it gets more it gets stronger and better indicator of what type of athlete that you're dealing with. With and it's just it's such a great tool and and we're blessed to live in the 21st century.	1.0
I don't spray the kids shower curtain that often because I use kind of a cheap one. And a lot of times we have it closed which allows it to air out. You know what I mean, when it's spread out that allows it to are out properly and then that tool that I mentioned about scrubbing the tub with I sometimes scrub the floor of the master shower and even the walls with that same tool.	-1.0
Being in charge is a big deal. It is not an easy task. When you're in charge of a group of people your job is to lead them that can mean guiding people showing them the way making sure everyone's doing what they're supposed to be doing. You might have to give orders or remind people that they have to follow certain kinds of rules. And when you're in charge you have to make sure everything's happening to keep people safe and happy whether On a boat in a kitchen and a restaurant or through the entire country switch you're brushing to the bottom of your mouth and brush your molars in the way back. I'm speaking from experience here because I Rachel the Choppers lady. I'm in charge of chompers and I'm sort of in charge of all of you Champions. Well, I have to make sure that every morning and every night. There's a Choppers episode for you to listen to so that you chop Ian's never miss brushing your teeth. And part of my job is to remember to tell everyone to switch your brushing to the other side of the bottom of your mouth ambushed her front teeth, too. So you brush all of your teeth and not just so now that we know what it means to be in charge of a group it's time to make a choice which of these people is not in charge of a group the president of a country the chef of a restaurant or the captain of a boat are You have to come back to Choppers tonight to find out until then rinse with water before you leave to one.	1.0
LOL doesn't have social media. He's a liar. It's fine. He's a sneaky sneaky sneaks.	-1.0
Yeah.	1.0
So I emailed my story to CrossFit age. HQ and then Yeah, they give us a go sign giving us asking us for what will be the name of your box. So send us five names that you think of and back then I don't have any clue. It's like what will be the right thing. So but back then in every move that we made I was really really close to our one of our overseeing pastor who's based in LA, right?	1.0
I'm gonna have fun today. I'm gonna do what I want. And so that's when you're in school you like.	1.0
Yeah, then what is it for quite a while to exactly and it's important to note though that we are production professionals, but we have a lot of experience but there's still a lot for us to learn.	1.0
